MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,8.2,8.3,9.1,8.0,9.0,9.8,10.0,9.6,10.0,10.5,10.6
2,8.6,8.1,10.6,10.9,11.5,10.8,9.3,8.4,9.0,9.3,12.3
3,10.8,12.2,11.6,12.7,11.4,12.1,11.5,10.8,13.0,13.6,13.0
4,13.7,13.5,13.2,12.8,12.6,15.8,13.6,13.7,14.0,14.9,13.1
5,14.4,15.7,15.6,13.8,16.2,15.1,14.9,15.2,14.6,18.4,12.25
6,14.3,14.5,15.3,14.7,15.7,15.0,15.2,14.0,16.0,16.5,12.25
7,13.9,14.1,13.9,13.8,14.0,14.8,14.3,14.1,14.8,14.8,12.25
8,14.2,14.1,14.5,13.4,14.3,14.5,14.4,14.1,15.3,15.1,12.25
9,14.3,14.2,14.7,14.0,14.2,14.8,14.6,14.2,14.1,15.8,12.25
10,14.0,13.0,13.2,13.8,14.4,12.6,13.6,13.1,13.5,13.9,12.25
11,13.2,11.7,10.6,11.1,11.9,11.4,10.2,12.8,11.3,12.7,12.25
12,11.3,11.5,8.9,9.4,10.0,8.9,11.0,10.3,10.2,11.0,12.25
