MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,27.0,26.0,29.5,29.0,24.0,26.5,29.0,28.5,28.0,29.0,26.0
2,28.5,30.5,29.0,26.5,33.0,29.0,30.0,27.0,29.0,30.0,25.0
3,28.0,32.0,30.0,30.0,30.0,32.0,30.0,30.0,32.5,33.0,31.0
4,32.0,32.0,33.0,30.0,31.0,34.0,32.0,31.5,30.5,32.0,31.0
5,27.5,31.0,30.0,27.5,31.0,30.5,32.0,32.0,30.0,36.0,28.25
6,26.0,27.5,30.0,27.0,30.0,30.5,27.5,29.0,32.0,34.0,28.25
7,27.0,26.5,26.0,29.5,27.0,28.0,25.5,27.0,29.0,27.0,28.25
8,28.0,28.0,27.0,26.0,29.0,28.0,26.0,28.0,28.0,26.0,28.25
9,26.0,26.0,26.0,27.0,27.0,28.0,26.0,25.0,27.5,26.0,28.25
10,27.0,25.0,28.0,26.0,26.5,27.0,30.0,26.0,29.0,23.0,28.25
11,26.0,30.0,26.0,27.0,28.0,28.0,24.0,27.0,31.0,26.0,28.25
12,29.0,27.5,25.0,28.5,29.0,27.0,29.0,29.0,29.0,24.0,28.25
