Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,32.2,8.3,1.3,2.4,6.6,16.9,3.2,0.2,1.1,1.5,14.0
2,37.1,3.6,7.8,12.2,0.7,18.7,0.1,2.5,2.1,31.3,0.1
3,74.6,18.7,13.3,0.1,0.7,2.3,0.0,0.0,0.9,0.2,0.0
4,12.8,3.1,1.4,1.7,0.0,1.0,2.4,3.6,2.7,0.5,0.2
5,8.7,8.9,4.7,8.3,1.9,5.6,7.3,3.4,12.0,1.0,13.9
6,103.8,56.7,12.5,72.1,31.5,31.1,70.2,63.1,11.0,48.7,81.7
7,108.3,104.0,121.7,63.9,74.8,143.9,131.2,99.7,90.9,142.1,18.32
8,72.9,180.4,139.3,89.8,89.5,49.9,121.5,188.9,57.8,63.7,18.32
9,87.0,82.6,97.3,168.8,106.1,115.1,68.9,98.7,42.9,79.1,18.32
10,70.0,16.7,34.1,70.8,31.3,1.9,52.6,41.7,78.0,4.9,18.32
11,5.1,10.9,0.0,8.8,74.9,0.3,3.6,0.4,29.7,0.7,18.32
12,14.6,16.0,21.2,21.7,10.7,3.6,9.0,0.0,3.7,5.8,18.32
