MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,21.0,24.0,25.0,25.0,22.0,26.0,24.0,24.0,22.0,25.0,26.0
2,26.0,29.0,27.0,27.0,29.0,28.0,27.0,24.0,25.0,30.0,28.0
3,23.0,31.0,29.0,33.0,32.0,32.0,29.0,30.0,27.0,31.0,34.0
4,30.0,32.0,33.0,38.0,32.0,36.0,31.0,32.0,31.0,33.0,32.0
5,27.0,31.0,31.0,31.0,38.0,31.0,32.0,34.0,30.0,35.0,31.0
6,23.0,26.0,30.0,26.0,27.0,30.0,29.0,28.0,33.0,34.0,25.0
7,27.0,27.0,26.0,33.0,25.0,27.0,26.0,27.0,28.0,27.0,29.333333333333332
8,27.0,27.0,27.0,24.0,26.0,30.0,26.0,25.0,30.0,25.0,29.333333333333332
9,25.0,24.0,26.0,29.0,25.0,30.0,25.0,23.0,26.0,23.0,29.333333333333332
10,27.0,25.0,28.0,25.0,24.0,24.0,27.0,24.0,25.0,20.0,29.333333333333332
11,24.0,25.0,25.0,24.0,24.0,27.0,19.0,22.0,26.0,27.0,29.333333333333332
12,24.0,24.0,23.0,24.0,23.0,22.0,22.0,21.0,23.0,23.0,29.333333333333332
