Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,79.6,29.6,36.9,112.7,50.6,85.2,85.0,69.2,28.1,60.0,64.9
2,20.9,22.5,32.6,37.2,15.5,56.6,25.4,43.0,34.2,19.8,52.5
3,98.8,39.0,65.4,57.4,30.3,8.1,22.7,12.8,37.1,15.7,7.7
4,50.4,30.3,35.3,90.1,8.0,50.7,32.1,39.6,71.9,20.5,8.6
5,70.4,35.5,110.0,35.1,31.6,135.6,103.5,50.5,63.7,6.5,82.7
6,152.0,206.2,181.7,154.0,162.3,218.0,276.7,274.4,81.6,305.3,389.8
7,148.9,214.8,245.1,120.6,121.7,107.5,140.9,157.7,210.8,303.4,101.03
8,156.6,267.3,199.7,218.0,90.8,243.5,236.9,146.6,194.4,210.7,101.03
9,201.3,255.9,429.0,197.6,168.0,282.2,218.3,366.4,102.6,229.4,101.03
10,259.3,223.3,314.9,332.5,271.9,123.1,225.4,175.9,208.6,330.4,101.03
11,192.3,113.3,43.3,93.8,124.1,189.6,109.2,98.0,130.1,48.8,101.03
12,58.4,96.1,37.1,67.1,32.7,48.6,24.9,68.8,106.7,55.8,101.03
