MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,19.8,20.7,22.7,19.3,21.5,22.4,21.4,21.6,23.5,22.3,21.6
2,20.9,21.3,24.9,24.2,24.4,23.2,22.6,21.8,21.8,23.1,23.8
3,23.5,26.0,26.0,26.4,25.0,27.2,25.0,24.8,27.9,26.8,26.4
4,28.8,28.1,28.6,26.9,28.0,30.6,28.6,28.8,29.0,29.7,27.4
5,28.4,30.4,29.6,28.9,31.1,29.3,29.8,30.0,30.3,33.6,30.8
6,27.4,28.6,28.1,28.7,28.8,27.7,27.6,26.9,31.0,31.0,26.4
7,27.8,27.4,27.2,27.6,27.5,28.8,27.4,27.6,27.4,27.8,26.066666666666666
8,28.1,27.4,28.5,26.6,28.1,27.6,26.8,27.5,28.2,27.9,26.066666666666666
9,27.4,26.7,26.4,27.1,27.2,27.1,26.6,26.1,28.4,27.8,26.066666666666666
10,25.9,25.0,25.1,25.6,26.0,25.7,25.9,25.4,26.4,25.2,26.066666666666666
11,24.3,24.0,23.9,24.0,23.2,23.4,23.0,25.7,23.0,26.0,26.066666666666666
12,23.4,24.0,22.0,22.4,22.9,21.0,24.5,23.5,21.5,22.5,26.066666666666666
