MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,42.5,23.8,42.9,84.5,42.4,32.5,20.0,15.0,11.0,62.0,98.0
2,28.3,9.1,6.5,53.5,1.5,25.5,20.0,33.0,20.0,22.0,91.0
3,16.8,20.3,17.4,12.0,0.0,7.0,29.0,0.0,18.0,0.0,10.0
4,25.9,3.3,0.0,14.5,0.0,0.0,5.0,14.0,28.0,22.0,8.0
5,111.0,64.0,101.5,99.0,47.5,56.0,60.0,104.0,24.0,0.0,109.0
6,165.4,169.0,170.8,123.9,86.5,152.0,602.0,267.0,131.0,414.0,288.0
7,197.1,284.4,256.0,206.5,168.7,123.5,116.0,199.0,308.0,249.0,100.66666666666667
8,153.7,250.0,53.5,427.0,115.0,296.0,270.0,115.0,78.0,169.0,100.66666666666667
9,132.0,226.1,579.0,235.0,113.0,204.5,219.5,274.0,74.0,165.0,100.66666666666667
10,406.12,204.2,233.3,305.0,199.7,97.0,307.0,124.5,213.5,596.0,100.66666666666667
11,165.9,84.4,45.0,141.0,115.5,336.0,77.0,20.0,192.0,17.0,100.66666666666667
12,34.8,19.9,35.5,141.0,3.0,17.0,0.0,77.0,93.0,42.0,100.66666666666667
