Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,73.6,64.8,30.5,89.8,67.0,56.8,79.2,103.9,98.0,96.0,94.1
2,41.0,40.8,9.5,19.1,62.0,27.2,39.5,81.7,23.3,26.9,61.4
3,43.2,55.9,25.6,50.0,20.0,9.6,54.3,46.9,47.0,14.1,14.1
4,18.4,52.3,76.5,78.0,57.0,12.0,51.9,74.3,29.0,24.8,27.0
5,22.0,27.5,64.1,160.6,52.8,248.4,70.4,118.5,109.1,0.3,52.1
6,270.5,274.0,241.0,230.2,89.7,406.0,242.3,150.1,97.7,555.5,194.2
7,42.5,94.2,111.0,90.7,57.5,105.3,113.5,93.6,109.5,183.2,73.82
8,95.9,211.6,205.1,129.5,94.6,153.0,172.5,172.7,114.1,132.0,73.82
9,171.0,130.5,240.0,146.8,128.4,172.3,210.7,154.2,136.0,185.4,73.82
10,378.8,79.5,255.2,162.3,187.2,354.9,112.7,73.6,103.3,339.8,73.82
11,224.8,35.2,94.0,82.2,139.0,254.9,114.5,136.2,159.1,129.3,73.82
12,113.9,43.1,54.3,67.0,81.0,70.3,42.2,86.6,85.6,86.2,73.82
