MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,28.5,30.5,31.5,29.0,28.0,31.5,33.0,32.0,31.0,32.0,30.5
2,33.5,33.0,33.0,33.0,34.0,33.5,33.0,32.5,35.5,34.0,33.0
3,35.5,36.5,37.0,37.0,36.5,38.0,36.0,36.0,37.0,37.0,37.5
4,39.5,38.5,39.0,37.0,38.5,40.5,39.0,38.0,39.5,39.5,38.0
5,36.5,39.5,40.5,38.0,41.5,39.5,39.0,39.5,40.0,43.0,40.5
6,35.0,36.5,36.5,36.5,39.0,36.5,37.0,35.0,41.0,42.0,36.0
7,35.5,34.0,33.5,35.5,35.0,37.0,37.0,34.0,34.5,34.0,35.916666666666664
8,37.0,34.0,35.5,34.0,37.0,35.0,35.5,35.5,36.0,34.5,35.916666666666664
9,35.0,33.0,34.0,34.0,35.5,36.5,35.0,33.0,35.0,34.5,35.916666666666664
10,35.5,32.5,33.0,33.0,32.5,33.0,34.0,32.5,34.5,32.0,35.916666666666664
11,31.0,30.5,29.5,32.0,30.0,30.0,29.0,30.5,31.0,32.0,35.916666666666664
12,31.0,30.5,28.5,31.0,30.0,30.0,31.5,29.5,32.5,28.5,35.916666666666664
