MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,49.55,10.84,37.22,53.92,47.19,88.92,51.56,34.46,15.53,75.32,82.65
2,14.24,30.15,30.7,50.53,2.31,34.14,12.52,2.03,21.35,23.43,55.63
3,11.48,5.45,26.04,15.82,0.05,4.01,10.64,4.53,4.85,5.91,5.43
4,3.51,21.11,47.42,13.12,0.01,16.31,6.42,51.33,19.83,8.42,2.83
5,74.03,39.9,27.24,0.83,11.01,93.8,38.72,129.61,77.13,2.2,103.11
6,97.54,118.71,228.12,209.22,110.12,215.13,208.23,209.06,164.52,259.06,338.14
7,119.02,343.2,310.41,150.81,110.24,97.43,105.14,215.32,324.12,304.59,97.96499999999999
8,174.83,308.51,106.64,308.41,85.32,212.51,380.42,223.65,247.92,317.26,97.96499999999999
9,226.52,234.81,630.32,231.22,177.53,240.13,253.64,399.22,265.55,260.93,97.96499999999999
10,455.1,163.83,255.51,476.12,362.93,188.44,268.11,269.26,142.09,472.37,97.96499999999999
11,200.33,70.76,86.5,95.36,165.73,421.43,115.43,176.34,174.34,45.84,97.96499999999999
12,21.32,15.05,57.82,112.41,12.12,94.03,30.13,107.6,255.84,14.07,97.96499999999999
