MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,10.1,10.4,10.4,6.8,9.9,9.3,10.5,10.5,9.8,10.9,10.1
2,11.2,9.3,11.8,11.4,14.3,11.7,12.4,10.6,10.1,9.2,12.5
3,12.9,13.7,11.8,13.9,12.7,13.4,14.0,13.3,12.6,14.5,14.8
4,16.5,15.7,14.0,13.5,15.3,16.6,16.4,15.3,15.2,14.2,13.6
5,15.6,16.8,16.8,13.9,16.9,15.2,15.5,15.9,15.0,17.6,15.9
6,15.1,14.7,15.4,14.9,15.0,14.8,14.1,14.1,15.2,13.9,13.38
7,15.1,14.8,14.4,13.7,13.9,15.8,14.6,14.2,13.4,13.3,13.38
8,14.8,14.2,14.4,13.0,14.2,14.4,13.5,13.2,13.8,12.5,13.38
9,14.9,13.6,13.2,14.3,14.0,13.0,14.3,12.9,12.6,14.8,13.38
10,13.7,11.6,12.4,12.8,13.3,11.4,13.0,12.1,11.4,11.4,13.38
11,13.0,10.6,9.3,11.2,11.9,9.8,9.4,11.5,9.9,12.0,13.38
12,12.2,12.0,8.1,10.1,9.3,9.3,11.1,9.1,7.8,10.1,13.38
