MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,19.1,17.6,20.5,14.6,19.3,17.1,18.0,19.6,20.4,20.2,18.0
2,20.3,18.3,21.9,20.5,24.1,20.6,22.9,20.6,21.4,21.3,21.6
3,21.0,21.3,20.7,22.3,22.3,23.2,24.6,24.3,24.1,25.6,23.7
4,26.1,25.0,23.3,21.4,24.4,24.9,26.1,26.0,25.5,26.4,23.8
5,24.7,25.7,26.6,23.2,26.5,23.1,23.6,28.2,26.1,30.3,24.4
6,22.6,22.0,23.0,22.2,22.0,21.7,21.1,23.1,27.1,23.8,22.3
7,23.7,22.8,22.7,23.0,22.3,23.3,22.5,24.1,24.1,22.2,22.3
8,23.7,21.4,21.3,21.2,23.7,21.8,22.3,22.5,23.3,21.8,22.3
9,22.1,20.7,18.7,22.1,21.7,19.4,21.4,19.7,22.6,21.6,22.3
10,20.8,17.9,17.9,19.4,19.0,19.4,21.1,19.8,19.9,17.2,22.3
11,19.6,16.8,17.9,18.5,18.8,16.6,18.0,21.0,18.3,21.2,22.3
12,20.0,20.4,17.4,18.3,18.3,16.8,21.4,19.9,14.8,18.8,22.3
