Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,26.4,21.6,2.6,0.7,6.9,11.3,3.5,2.6,2.1,6.3,3.4
2,28.7,3.1,11.1,7.0,0.6,2.8,4.6,1.3,1.1,16.1,2.0
3,71.5,56.3,15.1,2.4,11.3,21.6,0.2,0.1,12.8,6.5,6.4
4,34.1,28.5,23.0,7.2,12.3,7.3,10.9,14.2,6.9,7.0,6.1
5,80.1,46.7,40.6,11.7,30.8,30.5,37.3,22.0,50.7,18.4,35.9
6,74.2,45.4,22.6,30.8,49.9,23.8,34.1,8.8,10.6,57.6,28.3
7,49.0,51.2,37.8,29.0,22.3,44.5,55.7,14.4,30.6,47.6,13.68
8,32.6,147.7,45.1,41.0,21.5,6.0,43.0,114.0,22.1,21.6,13.68
9,36.7,84.2,108.3,172.8,60.6,63.8,24.1,50.0,14.8,82.8,13.68
10,70.4,10.8,15.2,67.4,19.6,0.4,12.0,26.0,51.8,3.0,13.68
11,15.1,35.6,1.9,7.7,22.1,2.8,16.2,6.7,30.8,4.9,13.68
12,6.3,23.8,35.6,19.3,3.6,12.4,5.0,1.3,8.0,4.2,13.68
