MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,15.0,15.1,17.0,13.5,14.9,16.1,16.0,15.7,17.6,16.8,14.4
2,15.3,14.9,18.8,17.9,19.0,16.7,16.3,15.4,17.8,17.8,17.9
3,17.0,18.6,17.9,18.8,18.0,19.4,18.5,18.3,19.7,20.1,16.15
4,20.4,20.0,19.4,18.6,20.0,22.0,20.8,20.4,20.4,21.6,16.15
5,20.1,21.2,21.1,19.3,22.4,20.3,20.6,22.1,21.1,25.8,16.15
6,19.5,19.9,20.1,20.4,21.1,20.2,20.0,19.6,22.0,22.4,16.15
7,20.0,19.9,19.2,20.0,20.1,20.3,19.8,19.9,21.0,20.1,16.15
8,20.2,20.0,20.0,19.2,21.0,20.0,19.5,20.0,20.9,20.5,16.15
9,19.6,19.9,19.5,19.8,20.0,19.3,19.9,18.8,20.8,20.6,16.15
10,19.8,18.8,18.5,19.0,19.6,18.9,19.8,18.4,19.7,18.4,16.15
11,19.0,17.9,17.5,17.4,17.8,18.0,16.8,18.7,17.6,17.4,16.15
12,18.4,18.0,15.8,16.5,17.1,15.6,18.6,18.4,16.1,15.4,16.15
