MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,81.17,51.02,16.69,56.73,19.63,66.35,175.39,60.07,15.07,123.34,65.65
2,19.68,37.14,21.83,14.17,19.47,39.97,41.68,23.83,24.54,14.12,102.56
3,218.34,65.81,65.62,157.2,56.73,3.54,40.83,16.42,89.22,42.87,15.08
4,115.03,40.93,76.96,54.49,13.91,151.14,44.23,49.1,230.72,64.46,13.52
5,108.11,82.32,209.82,99.18,87.29,194.94,141.38,24.23,111.18,2.7,214.94
6,616.98,470.92,538.47,415.9,324.29,431.21,503.19,376.47,193.64,764.16,82.35
7,245.24,220.02,209.93,125.25,237.1,301.75,315.52,176.12,331.24,505.59,82.35
8,219.07,610.42,636.07,261.39,93.68,540.06,499.48,261.49,471.07,255.26,82.35
9,423.47,314.59,481.19,319.41,447.08,557.67,279.02,567.03,375.97,450.74,82.35
10,86.4,195.41,180.37,266.1,344.8,65.64,76.58,231.95,157.84,225.84,82.35
11,181.75,64.85,17.63,135.98,33.74,63.4,78.57,25.37,92.05,35.23,82.35
12,13.59,122.22,13.91,26.33,26.06,22.14,20.86,231.88,103.63,28.67,82.35
