MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,19.5,20.7,22.9,19.0,21.6,22.5,21.6,21.1,23.0,22.6,21.4
2,20.4,21.0,24.1,23.2,23.9,22.9,22.6,20.7,22.5,22.7,23.0
3,22.4,25.1,24.4,25.4,23.8,26.0,25.1,23.4,26.4,26.6,25.2
4,27.8,27.5,27.6,25.9,26.2,29.6,27.6,27.6,27.7,28.3,26.9
5,27.6,28.9,28.8,27.8,30.9,29.3,29.3,29.3,28.9,32.8,30.2
6,27.6,28.3,27.8,28.6,28.9,27.9,28.1,26.7,30.1,30.1,25.34
7,28.0,27.7,27.0,27.3,28.4,28.9,27.8,27.6,28.6,28.0,25.34
8,28.4,27.4,28.1,27.1,29.2,28.1,27.8,28.0,28.0,28.2,25.34
9,27.4,27.0,26.7,27.5,27.9,27.2,27.6,26.4,28.3,28.3,25.34
10,25.9,25.5,25.1,25.6,26.4,26.3,26.0,25.4,27.0,25.6,25.34
11,24.4,24.4,24.0,23.7,23.4,24.6,23.0,24.1,23.5,25.9,25.34
12,23.5,23.6,26.045454545454547,22.5,22.6,21.0,23.6,22.2,21.9,23.0,25.34
