MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,38.21,49.83,78.95,43.88,59.87,46.3,57.59,46.11,77.34,59.75,61.01
2,52.27,66.56,87.49,76.4,87.59,59.49,76.98,66.13,91.75,90.07,71.66
3,79.81,113.98,119.52,107.18,107.95,136.67,128.37,89.84,148.82,138.44,119.24
4,150.99,143.99,147.61,98.64,137.79,157.14,162.98,151.07,144.12,143.56,158.37
5,143.27,150.95,147.5,156.04,198.46,148.86,170.9,169.08,166.7,207.8,102.57
6,132.85,143.75,110.83,138.93,112.8,93.63,126.35,116.7,155.71,147.45,102.57
7,143.54,125.2,98.52,116.22,124.12,145.02,107.75,128.76,98.52,101.99,102.57
8,139.49,117.44,124.33,107.26,151.48,111.53,92.51,115.46,129.37,107.55,102.57
9,103.42,97.64,72.1,92.84,111.01,92.58,98.55,78.18,116.49,90.12,102.57
10,84.95,75.84,68.61,73.09,81.07,92.86,76.41,76.54,100.67,68.59,102.57
11,51.16,69.25,63.0,60.82,47.69,55.27,84.68,62.06,65.19,115.532,102.57
12,66.47,51.12,101.67818181818183,60.67,61.67,44.89,62.32,53.87,56.86,115.532,102.57
