Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,21.7,44.3,53.6,14.4,17.8,4.3,26.8,1.4,32.7,20.5,3.8
2,14.6,0.1,44.9,12.8,49.5,10.5,1.3,8.7,20.2,28.5,4.7
3,37.4,14.7,1.4,4.8,13.4,62.4,14.1,13.8,24.5,32.0,28.9
4,6.3,13.9,0.0,0.3,1.2,11.8,1.4,0.7,0.0,4.4,3.2
5,22.1,2.7,7.9,0.4,5.6,0.6,0.0,0.0,0.4,0.4,2.4
6,17.9,9.0,0.2,0.6,0.0,0.0,0.2,0.0,0.2,4.3,5.4
7,20.2,26.1,2.9,3.9,5.1,1.1,3.0,2.9,2.4,1.8,8.07
8,18.6,31.0,7.1,5.5,3.0,0.5,7.5,15.3,40.1,3.0,8.07
9,41.6,26.7,9.6,7.5,14.0,1.1,3.8,54.9,1.7,0.0,8.07
10,18.3,0.6,0.0,40.7,1.9,0.5,3.0,4.0,1.3,0.0,8.07
11,20.0,4.4,1.4,9.9,53.1,3.9,0.7,6.6,11.1,1.7,8.07
12,24.2,45.4,2.8,24.7,41.6,6.9,37.3,15.4,12.8,0.1,8.07
