Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,26.8,25.4,8.3,27.3,25.2,19.9,17.3,20.7,3.1,9.1,17.1
2,19.4,2.1,14.9,12.4,7.5,3.1,13.3,19.0,2.4,25.8,4.9
3,81.1,48.4,57.9,12.2,36.2,12.9,10.5,1.0,28.1,18.5,55.5
4,74.5,52.6,36.2,79.0,10.1,35.9,16.5,45.5,74.8,13.8,5.9
5,151.4,128.2,70.8,62.6,50.7,120.0,99.9,28.3,129.8,22.5,82.3
6,127.0,119.8,61.7,124.7,132.0,117.3,116.5,51.5,31.0,308.8,271.3
7,42.6,42.6,79.0,26.2,38.0,128.5,168.8,21.6,25.9,145.1,72.83
8,76.8,121.8,68.3,29.4,19.9,53.2,52.5,51.2,36.2,46.8,72.83
9,115.1,82.3,129.2,203.5,142.2,105.9,97.4,141.2,33.9,148.3,72.83
10,132.9,50.4,113.9,75.3,78.7,17.6,81.5,44.7,72.1,62.4,72.83
11,39.0,53.8,12.2,18.4,25.9,10.4,53.5,54.5,71.8,7.6,72.83
12,5.1,19.4,14.2,6.9,12.7,6.5,12.6,8.1,26.6,29.3,72.83
