MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,14.8,14.8,17.7,14.6,15.3,16.4,16.1,16.0,18.0,17.0,16.5
2,15.5,15.2,19.5,18.5,19.6,17.8,16.6,15.6,17.7,18.2,19.1
3,16.9,19.8,18.9,20.1,19.0,21.0,19.9,18.4,21.2,21.3,21.6
4,21.8,21.4,21.4,19.9,21.4,24.1,22.0,22.0,21.4,23.5,21.7
5,21.6,23.0,23.2,21.3,24.2,22.9,22.6,24.0,22.8,28.0,24.8
6,20.5,22.0,22.4,21.5,22.8,22.9,21.8,21.7,24.3,24.8,22.0
7,21.2,22.0,21.0,22.0,22.0,22.5,21.1,21.6,22.6,22.6,20.95
8,22.0,21.6,22.0,20.8,23.1,21.5,21.2,21.9,22.6,22.4,20.95
9,21.2,21.4,21.3,21.4,21.8,21.6,21.0,20.5,22.6,22.4,20.95
10,21.0,20.5,20.0,20.0,20.7,20.9,20.7,19.6,21.1,20.6,20.95
11,19.1,18.9,18.4,17.6,18.0,19.1,16.9,19.4,18.6,19.9,20.95
12,18.4,18.7,16.2,16.7,17.6,15.8,18.5,17.2,16.4,18.0,20.95
