MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,10.7,10.8,12.2,10.3,11.1,12.1,12.4,11.7,12.8,12.7,12.0
2,10.6,10.6,13.3,13.3,14.1,13.2,11.8,11.1,12.5,12.4,14.4
3,11.0,14.6,14.1,15.1,14.1,15.2,14.6,12.9,15.9,15.9,15.4
4,16.7,16.0,15.8,14.9,15.1,18.6,16.4,16.3,16.8,17.6,16.1
5,16.8,17.7,17.8,16.2,18.8,17.6,17.3,17.9,17.6,21.9,19.1
6,16.4,17.1,17.5,16.9,18.0,18.0,17.6,16.9,19.4,19.6,17.6
7,16.4,16.8,16.4,16.7,16.6,17.4,16.6,16.7,17.8,17.5,15.766666666666666
8,16.8,16.8,17.1,16.1,17.3,16.9,16.6,16.9,18.0,17.4,15.766666666666666
9,16.7,16.6,17.0,16.7,16.6,17.3,16.6,16.6,17.1,18.2,15.766666666666666
10,16.7,15.7,15.7,16.1,16.5,15.7,15.9,15.5,16.9,16.6,15.766666666666666
11,15.5,14.2,12.8,13.8,14.2,14.2,12.5,14.9,14.3,14.3,15.766666666666666
12,14.0,14.4,11.1,12.4,12.5,11.5,13.1,12.9,12.6,13.0,15.766666666666666
