MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,18.9,18.8,23.2,18.8,19.5,20.6,19.9,20.3,23.1,21.2,21.0
2,20.4,19.8,25.6,23.7,25.2,22.4,21.3,20.1,22.9,24.1,23.9
3,22.8,25.0,23.7,25.2,23.8,26.8,25.1,24.0,26.5,26.7,27.8
4,26.9,26.9,27.0,24.8,27.6,29.6,27.6,27.8,25.9,29.4,27.3
5,26.5,28.3,28.6,26.4,29.7,28.1,27.8,30.2,28.0,34.1,30.5
6,24.6,26.8,27.2,26.1,27.5,27.8,25.9,26.5,29.2,30.0,26.3
7,26.0,27.1,25.6,27.2,27.5,27.6,25.6,26.6,27.3,27.8,26.133333333333336
8,27.2,26.3,27.0,25.5,29.0,26.2,25.8,26.9,27.2,27.4,26.133333333333336
9,25.7,26.1,25.6,26.1,27.0,26.0,25.5,24.4,28.2,26.7,26.133333333333336
10,25.3,25.4,24.3,23.9,24.9,26.1,25.5,23.7,25.4,24.5,26.133333333333336
11,22.8,23.5,23.9,21.3,21.9,24.0,21.2,23.8,22.8,25.5,26.133333333333336
12,22.9,23.0,21.4,21.0,22.8,20.1,23.9,21.5,20.3,23.1,26.133333333333336
