MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,7.5,6.0,8.0,7.5,6.5,8.0,8.5,8.5,6.5,9.5,6.0
2,8.0,6.0,9.0,7.5,11.5,7.5,7.5,7.0,8.0,7.5,11.5
3,7.0,10.5,11.5,12.0,11.5,10.5,11.5,8.5,11.0,11.0,10.0
4,13.5,11.5,13.0,10.5,11.5,15.5,11.0,11.0,13.0,12.0,9.5
5,13.5,12.0,13.5,13.5,15.5,14.5,15.0,14.5,15.0,20.5,13.0
6,14.5,15.0,16.5,15.5,15.5,16.0,16.0,15.0,16.5,17.0,15.5
7,15.0,15.5,15.5,15.0,15.0,16.5,15.5,15.5,15.0,16.0,10.916666666666666
8,15.5,14.5,15.0,15.0,15.5,15.5,14.5,16.0,16.5,15.5,10.916666666666666
9,15.0,15.0,13.5,15.0,15.0,14.5,12.0,15.0,16.0,16.5,10.916666666666666
10,14.5,14.0,12.0,15.0,13.0,13.0,11.5,13.0,12.0,14.0,10.916666666666666
11,13.0,10.5,10.0,6.5,11.5,12.0,9.0,13.0,11.0,9.0,10.916666666666666
12,10.5,11.5,3.5,7.5,8.0,8.5,9.5,10.0,6.5,10.0,10.916666666666666
