MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,26.5,26.0,32.0,30.0,26.5,27.0,29.0,30.0,29.0,32.0,30.5
2,28.0,31.5,30.5,28.5,34.5,29.5,31.0,28.5,30.0,32.0,32.0
3,30.0,33.0,32.0,31.5,31.0,34.0,34.5,33.5,34.0,35.5,35.0
4,34.0,34.0,35.0,31.5,33.0,37.0,33.5,33.0,31.5,35.0,35.0
5,31.0,32.5,32.5,30.5,33.5,32.0,34.5,34.0,32.0,39.0,36.0
6,28.0,31.0,33.5,29.0,32.0,32.5,30.0,31.0,35.0,38.0,34.0
7,29.0,29.5,29.5,31.0,29.5,29.5,30.0,29.5,31.0,32.5,33.75
8,29.5,30.0,29.5,27.5,31.5,30.0,28.5,29.0,30.5,30.0,33.75
9,29.0,29.0,28.5,29.0,30.0,31.0,28.0,27.0,30.0,30.0,33.75
10,28.5,28.0,29.5,28.0,29.0,28.5,30.5,29.0,31.0,28.0,33.75
11,27.5,32.0,27.5,28.0,28.5,28.5,25.0,28.0,33.5,29.0,33.75
12,30.5,29.0,26.0,29.5,29.5,27.5,31.5,29.0,30.0,30.0,33.75
