MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,9.6,9.6,10.8,8.1,9.4,10.7,11.0,10.6,11.4,11.8,10.6
2,10.2,8.5,12.8,12.2,13.6,11.2,11.2,10.3,11.0,12.7,12.6
3,12.2,13.7,12.3,14.1,12.6,13.5,12.8,12.1,14.2,15.2,14.8
4,15.2,15.3,14.8,14.0,14.9,17.0,15.2,15.3,15.4,15.9,13.9
5,15.2,16.6,16.5,15.3,17.4,16.0,15.9,16.6,16.1,19.6,16.6
6,14.3,15.0,16.2,15.6,16.0,15.9,15.3,14.4,17.1,17.3,13.7
7,14.5,15.0,14.4,14.7,14.7,15.3,14.6,14.6,15.5,14.8,13.7
8,14.8,14.8,15.0,14.2,15.3,15.0,14.7,14.8,15.8,14.7,13.7
9,14.8,14.7,14.8,14.9,15.1,15.2,14.8,14.1,15.7,14.4,13.7
10,14.5,13.9,13.7,14.2,14.9,13.8,14.1,13.6,14.3,12.7,13.7
11,12.9,12.1,12.0,11.8,12.8,12.2,11.0,13.7,12.4,14.0,13.7
12,12.2,12.6,9.9,10.6,11.4,10.2,12.2,10.4,9.8,11.4,13.7
