MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,4.1,4.3,3.3,3.1,3.4,4.8,5.0,4.7,3.6,5.7,5.1
2,4.1,1.6,4.9,5.7,6.3,5.2,3.6,3.8,3.3,4.7,7.1
3,6.9,6.7,5.5,7.1,6.1,5.6,5.2,4.8,6.4,7.8,7.6
4,8.0,8.0,7.1,7.0,6.7,9.4,7.8,7.8,8.1,8.7,6.6
5,8.8,9.8,9.7,7.4,9.2,9.2,9.2,8.0,8.7,11.4,9.9
6,9.4,9.6,10.2,9.4,9.9,10.2,10.0,8.6,9.4,11.4,7.26
7,8.5,8.9,8.7,7.7,8.1,8.7,8.6,8.4,9.9,9.8,7.26
8,8.1,8.7,8.8,8.2,8.0,9.2,8.7,8.5,9.8,9.3,7.26
9,9.6,9.2,10.1,8.9,8.8,10.2,9.1,9.6,9.0,11.1,7.26
10,9.0,8.0,8.2,8.7,9.9,7.1,7.6,8.0,9.0,9.4,7.26
11,8.6,6.5,4.7,6.4,7.0,6.3,4.2,7.0,6.7,6.2,7.26
12,6.4,6.8,2.9,4.3,4.4,4.4,4.2,4.5,5.5,4.8,7.26
