Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,26.4,26.5,28.4,28.8,28.1,28.1,28.9,30.0,28.9
2,27.8,26.8,30.0,30.4,30.3,29.2,30.9,31.5,31.3
3,29.0,30.8,30.8,32.8,32.0,31.7,33.0,33.7,33.1
4,32.6,33.7,32.5,34.6,33.4,32.8,33.8,34.9,33.7
5,32.1,34.1,32.8,33.2,32.6,33.6,34.0,36.6,34.4
6,30.7,31.4,30.9,31.4,29.6,30.2,33.6,33.2,30.0
7,31.3,31.2,30.1,31.3,30.7,31.1,31.9,30.9,31.9
8,31.8,30.8,30.3,30.3,30.3,30.5,32.0,31.5,31.9
9,30.5,30.3,29.3,30.1,29.6,28.8,33.1,30.3,31.9
10,30.2,29.8,28.5,30.0,30.1,29.5,31.5,29.1,31.9
11,29.3,28.7,28.0,29.3,28.8,29.7,29.6,30.1,31.9
12,28.5,28.0,26.5,27.5,28.5,27.4,27.3,28.1,31.9
