Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,1.5,17.0,0.1,15.4,8.1,6.8,0.2,3.6,0.4,0.2,18.5
2,17.9,2.2,1.0,16.2,1.0,29.8,0.0,1.9,0.2,15.9,3.2
3,158.7,22.8,14.6,0.4,0.7,9.0,0.9,0.4,5.0,0.0,0.1
4,7.5,3.9,1.8,6.6,1.4,5.1,2.4,4.9,1.4,0.6,0.2
5,75.4,27.1,29.5,80.1,19.4,9.8,26.5,9.9,17.0,6.5,46.0
6,132.4,123.8,116.1,246.8,110.4,92.5,225.0,163.5,42.3,99.3,245.3
7,163.9,140.5,159.4,118.8,179.8,155.9,170.7,197.5,158.7,269.3,52.22
8,118.2,172.7,228.4,215.0,154.5,201.0,245.6,171.2,158.3,229.2,52.22
9,130.4,131.9,190.9,161.9,194.1,167.6,182.5,140.8,82.1,310.8,52.22
10,164.6,39.2,50.2,147.4,128.8,20.2,117.4,57.5,149.7,34.5,52.22
11,7.4,28.8,0.4,100.9,29.3,2.9,1.8,7.7,30.6,8.8,52.22
12,18.7,12.0,0.3,4.8,2.2,2.4,1.1,1.9,25.4,5.6,52.22
