MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,16.5,17.3,20.6,18.0,19.5,20.1,19.1,18.3,21.4,19.0,18.0
2,18.8,19.9,23.2,22.5,21.6,20.0,19.7,18.3,20.8,21.2,21.2
3,21.5,24.3,24.8,23.1,21.6,24.4,23.5,21.9,24.5,24.2,24.3
4,27.2,26.3,27.0,25.1,24.8,27.9,26.0,27.2,25.0,25.7,25.4
5,27.9,28.6,27.7,26.8,30.0,27.5,28.0,29.2,27.4,31.2,28.4
6,28.0,28.0,28.6,27.9,29.1,27.4,26.9,27.6,29.7,29.3,26.8
7,27.6,28.1,26.9,28.0,28.4,29.1,27.1,27.8,28.2,26.6,24.01666666666667
8,28.9,28.1,28.4,27.1,29.6,27.5,27.2,28.0,27.2,27.2,24.01666666666667
9,27.7,27.3,26.8,27.3,28.5,26.5,27.0,26.2,28.9,27.3,24.01666666666667
10,26.2,25.7,24.0,24.0,24.9,24.6,25.6,23.6,24.8,24.9,24.01666666666667
11,23.3,22.6,23.1,20.0,20.8,22.8,22.5,22.0,20.2,24.4,24.01666666666667
12,21.1,21.0,18.9,20.0,20.1,19.4,22.6,20.4,19.1,21.2,24.01666666666667
