MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,47.6,18.4,4.7,34.6,8.3,35.5,7.3,21.0,6.5,17.3,3.8
2,6.6,1.2,16.4,14.0,7.8,11.4,6.1,4.9,6.0,15.4,15.7
3,68.9,18.2,18.0,20.0,8.2,2.9,8.6,2.6,39.6,6.8,2.5
4,12.4,56.3,33.5,68.7,1.3,38.1,21.0,36.3,54.7,19.3,2.3
5,27.3,28.0,60.2,8.6,1.4,62.3,36.3,33.2,66.8,0.0,48.9
6,67.4,167.5,34.5,42.8,57.4,40.3,80.2,64.1,3.8,101.2,53.0
7,23.7,59.4,27.0,73.8,83.0,6.6,18.8,42.0,21.8,77.8,21.033333333333335
8,12.6,98.0,78.2,20.8,0.01,66.1,154.3,80.0,30.9,30.2,21.033333333333335
9,70.5,50.8,110.5,49.5,42.3,89.8,35.2,29.5,30.4,54.8,21.033333333333335
10,43.8,101.0,73.1,95.2,92.6,30.3,21.3,75.7,44.8,165.0,21.033333333333335
11,107.8,56.3,2.6,18.2,9.2,33.8,30.8,176.7,37.8,22.1,21.033333333333335
12,4.7,60.5,4.8,9.4,8.0,2.1,5.3,3.2,11.6,24.8,21.033333333333335
