MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,21.1,22.6,26.2,22.9,24.6,25.2,23.6,23.3,26.6,23.1,22.5
2,24.4,26.1,29.6,28.2,27.0,24.9,25.3,23.6,26.6,27.0,26.3
3,26.6,30.8,30.8,28.7,27.1,30.2,30.3,29.1,30.7,30.0,31.3
4,32.7,32.4,34.6,30.7,32.2,34.4,32.7,34.4,30.5,31.9,31.8
5,33.5,34.8,34.0,32.7,36.7,33.3,34.4,35.9,33.7,38.3,34.5
6,34.0,34.0,34.5,33.4,35.2,33.0,31.9,33.7,36.0,35.5,31.2
7,33.1,34.0,31.8,34.1,34.9,35.4,32.2,33.7,34.5,31.0,29.600000000000005
8,35.7,33.8,34.0,33.0,36.6,33.0,32.7,34.0,32.9,32.1,29.600000000000005
9,33.4,32.7,32.0,32.8,35.3,31.5,32.2,31.3,35.2,32.0,29.600000000000005
10,32.0,31.3,28.7,28.2,30.2,30.8,30.7,28.6,30.0,29.7,29.600000000000005
11,27.4,27.3,29.2,24.8,25.8,28.1,28.2,27.0,24.6,29.5,29.600000000000005
12,25.3,25.4,25.0,26.3,25.2,24.7,28.3,25.4,23.3,26.3,29.600000000000005
