MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,28.5,29.0,31.5,31.0,29.0,32.5,33.0,33.0,31.0,32.0,32.0
2,31.0,33.0,37.5,33.5,34.5,32.5,33.5,33.0,33.0,34.5,34.5
3,33.5,37.0,35.0,35.0,35.0,37.0,37.0,37.0,36.0,35.5,37.5
4,37.5,39.5,37.0,35.0,39.0,39.5,38.0,39.5,38.0,38.5,39.0
5,37.5,40.0,38.0,36.5,40.5,39.0,38.0,40.5,38.5,42.0,40.0
6,34.5,39.0,37.0,36.5,38.5,36.0,39.0,35.5,40.0,41.5,36.6
7,35.0,35.0,39.5,35.0,35.0,36.0,33.5,34.5,34.0,33.5,36.6
8,36.0,35.5,34.5,34.5,37.0,33.5,33.0,34.0,36.0,37.5,36.6
9,35.0,33.0,37.5,35.5,37.5,36.0,33.5,33.5,34.0,34.5,36.6
10,33.5,33.5,34.5,34.0,34.0,34.0,34.5,32.5,35.0,30.5,36.6
11,31.0,32.0,31.0,32.5,30.5,32.0,29.0,32.0,32.0,32.0,36.6
12,31.0,33.0,29.0,32.5,30.0,29.0,33.0,32.5,31.0,29.5,36.6
