Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,24.9,29.1,10.2,16.5,22.5,13.0,10.0,15.7,2.2,8.8,12.3
2,33.2,1.5,7.4,18.0,2.8,3.5,6.4,8.5,1.2,24.7,5.6
3,84.7,47.2,50.6,3.6,38.2,15.2,5.5,0.3,23.0,18.7,30.7
4,80.9,45.2,45.0,53.8,13.9,37.0,22.6,29.4,50.5,16.7,2.4
5,126.4,93.0,60.7,47.9,54.6,80.5,79.2,27.8,103.5,43.7,67.8
6,89.7,58.0,45.6,82.0,75.9,72.7,90.1,29.3,15.3,233.5,64.9
7,21.5,36.4,31.0,37.8,31.1,171.4,99.9,10.2,33.9,86.8,30.62
8,42.9,128.0,40.6,21.3,31.0,14.8,43.2,81.1,21.1,31.4,30.62
9,64.8,75.7,172.1,226.9,166.2,102.8,42.1,132.9,31.9,120.8,30.62
10,89.4,32.2,64.9,46.6,28.6,2.7,46.1,34.2,69.3,39.8,30.62
11,20.1,50.0,7.8,14.2,26.7,3.8,40.4,26.9,92.1,3.0,30.62
12,3.6,15.9,34.2,16.6,7.5,8.0,12.0,4.4,12.9,22.4,30.62
