MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,41.2,19.52,7.5,82.54,39.0,58.01,41.03,51.51,13.0,54.51,45.04
2,9.04,15.7,18.0,47.51,2.5,31.62,4.03,11.5,9.0,7.54,25.2
3,12.33,31.8,8.01,8.51,1.0,4.5,25.5,3.0,4.01,3.51,8.5
4,26.0,6.51,48.01,51.5,0.0,39.0,3.0,19.01,91.0,1.5,5.0
5,25.41,7.51,55.0,4.01,49.51,139.03,39.52,69.52,5.5,2.0,82.01
6,94.91,120.01,138.01,187.0,163.51,191.5,518.0,249.01,217.0,297.51,33.15
7,80.3,135.03,198.02,97.51,103.52,59.51,42.51,100.0,160.51,143.05,33.15
8,116.71,265.21,109.52,185.0,95.5,131.02,139.5,152.01,89.05,104.01,33.15
9,227.5,158.51,366.51,108.5,139.02,307.0,198.5,362.02,20.55,226.5,33.15
10,491.9,416.8,528.51,441.82,393.52,108.5,330.0,269.01,164.03,481.01,33.15
11,233.51,71.41,135.0,144.1,226.52,384.0,58.5,101.01,104.82,9.6,33.15
12,15.62,97.81,49.55,143.5,14.0,7.03,16.52,61.3,109.03,37.51,33.15
