MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,12.0,13.0,11.0,14.5,12.5,16.5,15.5,14.0,13.5,14.2,13.0
2,13.0,12.5,14.0,14.5,15.0,15.5,14.0,11.0,14.0,14.0,13.5
3,13.0,16.0,16.0,19.0,17.0,15.0,15.5,12.5,16.5,16.5,15.0
4,18.0,17.5,20.0,15.5,14.5,21.5,17.0,16.5,19.5,18.5,13.0
5,18.5,19.0,18.0,21.5,21.0,22.0,23.0,22.0,17.5,25.0,18.5
6,22.0,21.5,22.5,22.5,22.5,21.5,22.5,21.5,22.0,23.0,14.6
7,21.0,21.5,22.5,20.5,21.0,22.5,22.0,22.5,21.5,22.5,14.6
8,22.0,22.5,22.5,21.0,22.0,22.5,22.0,21.5,22.0,23.0,14.6
9,22.0,21.5,21.5,22.0,22.0,23.0,21.0,21.5,22.5,23.0,14.6
10,20.0,20.0,18.5,21.5,18.5,19.0,18.5,20.5,19.5,18.0,14.6
11,19.0,18.0,16.5,13.5,18.0,19.0,17.0,18.0,16.0,15.5,14.6
12,17.5,17.0,12.5,13.5,14.5,14.5,16.0,15.0,14.0,16.5,14.6
