MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,164.31,45.91,66.41,235.14,47.21,99.92,103.72,70.1,143.71,70.61,95.71
2,28.42,28.61,14.51,113.41,5.02,120.83,42.81,61.33,7.71,18.5,60.92
3,26.84,81.0,43.3,19.02,32.01,21.1,26.01,13.21,9.5,8.21,30.0
4,50.91,15.12,70.73,235.01,8.0,66.9,6.6,53.0,0.41,16.1,5.9
5,41.9,20.0,46.51,2.6,14.01,73.71,28.1,91.01,5.0,0.0,42.6
6,145.8,103.03,173.61,97.9,107.7,299.9,553.01,192.83,130.71,163.02,47.025999999999996
7,45.81,96.6,109.93,173.01,90.5,65.0,72.43,62.26,151.13,164.21,47.025999999999996
8,232.93,300.3,129.41,290.33,35.1,106.31,201.11,104.42,185.61,117.11,47.025999999999996
9,192.02,217.21,845.91,75.8,70.82,502.61,436.21,303.12,73.81,253.21,47.025999999999996
10,778.5,752.01,1242.6,1086.12,910.41,221.51,630.3,637.11,186.21,798.71,47.025999999999996
11,537.51,89.22,219.91,333.73,496.91,524.7,253.6,247.13,207.82,44.21,47.025999999999996
12,8.71,341.7,114.72,262.5,6.72,96.61,15.92,303.62,170.62,37.2,47.025999999999996
