MES,2015,2016,2018,2019,2020,2021,2022,2023,2024,2025
1,28.0,32.0,36.25,30.0,33.0,38.0,35.0,33.0,34.0,32.0
2,30.0,34.0,36.25,36.5,35.0,35.0,34.0,35.0,35.0,34.0
3,33.0,37.5,36.0,38.0,39.0,37.5,38.0,38.0,37.0,38.0
4,40.0,40.0,38.0,39.5,42.0,40.0,39.5,39.0,41.5,38.0
5,37.0,41.0,39.0,42.5,41.0,40.5,41.0,39.5,43.0,41.0
6,36.5,40.0,38.0,41.0,37.5,38.0,35.0,41.5,42.5,36.6
7,37.0,36.5,36.5,37.0,37.5,36.0,38.0,35.5,35.0,36.6
8,38.0,35.0,35.0,40.0,37.0,37.0,35.5,37.5,35.0,36.6
9,36.0,34.0,36.5,38.0,38.0,36.0,34.0,35.0,35.5,36.6
10,34.0,33.0,35.5,37.0,35.0,36.0,35.0,35.0,33.0,36.6
11,32.0,36.3,33.0,33.0,32.0,35.0,32.0,32.5,33.5,36.6
12,35.0,36.3,35.0,33.0,31.5,35.0,32.0,34.0,30.5,36.6
