Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,2.8,3.3,1.3,0.4,1.7,2.7,3.8,3.5,2.6,4.8,3.9
2,3.8,2.6,3.0,4.1,4.3,4.7,3.2,3.4,3.7,4.0,5.4
3,6.8,6.3,6.2,6.1,6.0,6.0,5.7,5.0,6.2,7.3,6.5
4,8.2,8.1,6.2,7.3,7.4,9.3,7.0,7.8,7.9,9.0,6.4
5,9.2,9.8,10.2,8.4,9.5,9.0,8.9,8.1,9.4,11.2,10.1
6,9.8,9.8,9.8,10.2,11.0,9.7,10.0,8.9,10.0,10.9,10.4
7,8.9,9.5,9.3,8.0,9.3,9.3,8.6,8.6,10.2,10.8,7.12
8,8.9,9.2,9.4,9.0,8.9,9.8,9.1,9.0,10.1,9.9,7.12
9,9.9,8.9,10.4,9.5,8.9,9.9,9.6,9.7,9.2,10.8,7.12
10,8.1,7.1,7.1,9.4,9.0,5.8,8.3,8.5,9.3,7.6,7.12
11,7.6,5.8,2.1,6.2,6.6,4.7,4.0,6.4,7.0,4.8,7.12
12,4.7,4.9,1.9,3.3,2.9,4.0,3.0,2.9,4.6,3.2,7.12
