Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,8.1,11.9,0.4,5.6,1.3,8.8,11.9,12.1,0.4,6.7,9.5
2,4.3,1.8,0.4,10.3,5.2,1.1,0.6,6.0,0.0,11.7,30.7
3,63.5,50.6,19.4,5.7,4.7,3.3,2.0,6.1,15.8,1.3,8.3
4,30.4,34.8,21.2,65.8,6.3,34.9,18.8,33.0,23.0,19.0,13.4
5,133.8,56.3,79.9,45.7,25.5,46.0,77.4,34.3,80.2,45.4,141.6
6,141.4,146.6,98.5,149.4,129.1,64.0,130.7,61.7,53.2,130.1,185.2
7,106.4,111.2,146.6,52.1,125.7,123.4,96.2,91.6,116.5,162.9,64.78
8,73.5,155.0,167.4,124.6,103.4,106.1,130.6,117.8,122.3,116.7,64.78
9,171.0,112.7,123.6,88.4,81.2,114.9,165.2,72.9,65.7,144.2,64.78
10,37.9,37.3,30.3,64.2,60.4,31.5,69.1,46.1,62.3,72.7,64.78
11,25.0,28.0,2.4,46.9,20.9,3.8,7.1,8.6,39.4,14.6,64.78
12,4.8,4.8,0.2,3.3,0.5,0.6,0.5,8.7,16.9,10.5,64.78
