MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,32.0,35.0,37.0,33.0,31.0,32.0,33.0,33.0,33.0,33.0,32.0
2,37.0,37.0,37.0,37.0,35.0,34.0,34.0,34.0,34.0,35.0,35.0
3,39.0,40.0,40.0,39.0,37.0,38.0,37.0,38.0,38.0,41.0,38.0
4,45.0,45.0,43.0,39.0,40.0,42.0,40.0,40.0,41.0,42.0,39.0
5,43.0,45.0,43.0,41.5,43.0,41.0,41.0,42.0,40.0,44.0,41.0
6,40.0,43.0,44.0,43.0,40.0,37.0,38.0,36.0,41.0,43.0,37.0
7,41.0,40.0,37.0,39.0,36.0,35.0,36.0,34.0,35.0,35.0,37.0
8,42.0,40.0,38.0,37.0,35.0,36.0,35.0,35.0,37.0,34.0,37.0
9,40.0,39.0,37.0,35.5,35.0,36.0,35.0,33.0,34.0,35.0,37.0
10,38.0,40.0,38.0,34.0,34.0,33.0,36.0,33.0,35.0,32.0,37.0
11,37.0,37.0,33.0,33.0,31.0,31.0,30.0,32.0,33.0,34.0,37.0
12,39.0,38.0,33.0,34.0,33.0,32.0,33.0,33.0,33.0,30.0,37.0
