MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,8.1,7.7,6.2,6.7,6.7,8.3,7.5,6.9,6.6,8.7,8.3
2,7.7,5.9,6.6,8.1,8.2,9.0,6.1,7.0,7.1,5.9,9.3
3,10.4,9.8,9.5,9.8,9.2,9.333333333333334,8.5,7.6,9.1,9.9,8.2
4,11.7,10.7,9.8,10.6,8.9,9.333333333333334,10.2,10.2,11.3,10.8,9.2
5,12.7,13.1,13.1,12.5,12.6,9.333333333333334,12.0,11.5,12.0,13.4,12.8
6,13.8,12.7,14.4,13.4,13.5,9.333333333333334,13.6,12.2,13.6,14.1,14.3
7,12.0,12.2,12.2,10.8,11.5,9.333333333333334,12.0,11.7,13.0,13.2,10.35
8,12.3,12.4,12.7,11.9,11.8,9.333333333333334,12.1,12.3,13.0,12.7,10.35
9,13.1,12.7,14.2,12.5,12.5,13.1,12.9,12.9,12.3,14.4,10.35
10,12.8,11.3,11.6,12.6,12.9,9.6,11.7,11.0,12.5,12.6,10.35
11,13.0,10.4,8.4,10.1,11.2,8.7,8.4,10.2,11.9,8.7,10.35
12,10.0,10.1,6.2,7.1,7.5,7.3,6.7,8.4,9.5,7.8,10.35
