MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,62.32,40.83,22.5,48.31,30.01,64.51,190.31,49.4,17.3,138.4,63.2
2,20.8,28.61,27.6,16.1,16.62,41.51,48.7,23.4,31.9,14.2,109.2
3,207.0,52.7,69.91,83.5,50.2,118.85333333333334,29.91,16.0,105.5,44.01,17.1
4,100.9,49.21,99.5,77.7,55.61,118.85333333333334,29.2,47.51,167.0,60.81,9.2
5,125.4,48.6,124.8,86.6,57.31,118.85333333333334,128.4,19.6,137.7,0.4,302.7
6,429.21,482.6,415.6,301.51,298.6,118.85333333333334,452.51,361.4,114.5,537.0,572.0
7,230.1,282.3,187.0,162.41,269.1,118.85333333333334,162.0,211.7,370.4,404.8,178.9
8,198.81,483.5,457.0,361.8,135.0,118.85333333333334,399.8,258.9,431.81,239.01,178.9
9,372.3,256.51,433.6,244.3,371.3,497.2,372.2,496.2,416.5,387.5,178.9
10,59.91,201.5,160.11,242.3,320.6,49.5,111.2,156.5,139.6,229.6,178.9
11,170.61,83.0,21.4,109.3,25.0,42.9,42.1,76.4,65.3,21.6,178.9
12,17.63,95.1,11.8,25.8,32.11,17.5,33.9,14.2,115.21,47.1,178.9
