MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,54.05,25.04,6.0,60.05,55.01,58.03,57.01,46.0,13.01,74.02,32.3
2,5.07,8.03,7.01,3.05,17.01,19.04,18.0,9.01,12.0,23.5,34.4
3,82.07,16.05,34.0,46.01,34.04,2.01,2.01,5.02,19.0,7.01,1.5
4,46.0,52.01,0.01,121.01,0.01,72.01,41.0,77.0,112.01,9.0,2.5
5,87.02,61.01,211.0,67.01,3.0,76.01,51.0,20.0,70.0,0.0,81.4
6,128.02,167.03,102.0,84.01,84.01,248.01,182.02,259.0,52.0,245.0,428.0
7,70.02,98.01,122.0,28.01,21.01,17.0,129.0,99.02,146.0,64.56299999999999,96.68333333333332
8,67.01,159.03,144.0,71.02,20.01,216.0,157.0,41.01,134.0,64.56299999999999,96.68333333333332
9,83.04,229.0,306.04,146.05,88.01,279.02,240.04,296.02,5.0,10.5,96.68333333333332
10,220.02,297.02,192.01,315.03,202.05,78.01,86.01,69.01,253.02,149.0,96.68333333333332
11,45.53,101.03,2.03,34.04,18.03,58.03,138.01,89.01,99.01,38.8,96.68333333333332
12,11.06,117.03,28.03,16.03,10.02,13.04,13.0,17.01,63.02,88.8,96.68333333333332
