MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,20.7,21.7,26.1,20.4,23.2,24.2,22.6,22.8,26.1,22.6,24.0
2,23.4,25.4,30.0,26.8,25.7,24.1,24.2,23.1,26.4,26.7,23.6
3,25.4,29.1,29.1,28.0,25.3,30.0,29.3,27.9,30.6,29.3,33.5
4,31.6,31.7,32.9,29.7,31.0,33.7,31.5,33.1,30.0,32.5,34.9
5,33.1,33.6,32.5,31.8,34.8,33.0,33.7,35.3,32.8,38.6,38.2
6,32.6,33.2,33.6,33.0,33.8,32.2,31.8,33.7,35.4,35.7,30.839999999999996
7,32.6,33.1,30.8,33.4,33.7,33.9,31.9,32.0,33.8,31.52,30.839999999999996
8,34.5,33.2,33.3,32.4,35.8,32.8,32.4,33.9,33.3,31.52,30.839999999999996
9,32.7,32.1,30.5,32.3,33.7,30.8,31.5,30.2,35.8,34.8,30.839999999999996
10,31.5,30.0,28.8,27.9,30.0,30.4,30.5,28.0,29.6,32.8,30.839999999999996
11,27.2,26.3,28.9,23.9,25.4,27.5,26.6,25.8,24.1,32.3,30.839999999999996
12,25.0,25.0,24.0,24.2,24.1,22.7,26.9,24.3,22.6,29.9,30.839999999999996
