MES,2015,2016,2017,2018,2019,2020,2024,2025
1,16.7,17.0,18.0,16.4,17.2,17.6,17.0,14.5
2,17.2,17.1,18.9,19.0,18.6,18.4,17.0,17.0
3,19.6,20.9,20.8,21.2,19.1,20.2,17.0,18.6
4,23.6,22.7,22.2,22.1,20.5,23.7,17.0,21.1
5,24.3,25.4,24.7,24.4,24.2,24.1,17.0,17.8
6,24.2,24.5,24.9,24.0,24.1,23.4,17.0,17.8
7,24.1,24.3,23.2,23.5,22.7,23.8,17.0,17.8
8,24.2,23.4,23.8,23.2,23.8,22.9,17.0,17.8
9,24.3,23.8,22.6,23.7,23.5,22.4,17.0,17.8
10,23.4,22.2,21.6,22.1,22.0,22.0,17.0,17.8
11,22.2,20.6,19.5,18.6,19.0,21.3,17.0,17.8
12,20.4,20.2,16.9,17.2,17.5,17.3,17.0,17.8
