MES,2015,2016,2017,2018,2019,2020,2024,2025
1,26.3,26.4,30.1,26.2,26.8,27.6,28.7,26.5
2,28.2,27.8,31.8,31.5,30.3,29.8,28.7,29.7
3,29.9,33.7,30.8,30.0,30.9,31.5,28.7,33.0
4,34.4,35.5,32.3,33.9,34.6,34.5,28.7,34.1
5,37.6,37.6,36.7,36.3,38.5,35.0,28.7,30.825
6,36.4,37.1,35.4,35.7,35.6,34.2,28.7,30.825
7,37.7,36.3,31.3,36.2,36.0,34.3,28.7,30.825
8,37.1,35.5,32.1,35.1,35.7,31.8,28.7,30.825
9,36.5,36.2,30.6,35.4,34.6,32.0,28.7,30.825
10,35.1,34.2,32.0,32.3,31.9,31.4,28.7,30.825
11,31.9,32.6,32.2,29.8,28.9,29.8,28.7,30.825
12,30.9,29.2,27.8,26.9,27.2,27.2,28.7,30.825
