MES,2015,2016,2017,2018,2019,2020,2021,2024,2025
1,9.5,11.0,7.5,7.5,11.0,12.5,10.0,8.0,7.5
2,11.5,11.5,13.5,13.0,12.0,13.0,9.0,12.5,7.5
3,9.5,13.5,16.5,14.0,10.0,15.0,15.5,17.5,7.5
4,15.5,15.5,17.5,17.5,12.0,18.5,15.5,17.5,7.5
5,16.5,18.5,17.5,20.0,16.0,20.5,20.5,23.5,7.5
6,20.5,20.0,21.5,21.0,21.0,20.5,17.5,21.5,7.5
7,21.5,21.5,21.0,2.0,20.0,23.0,21.5,20.5,7.5
8,21.5,21.0,21.5,21.0,21.0,22.0,14.5,22.5,7.5
9,21.5,22.0,20.0,21.0,20.5,16.5,20.0,17.545454545454547,7.5
10,19.0,18.5,16.5,15.0,16.5,17.5,17.0,19.0,7.5
11,15.5,13.5,13.0,7.0,10.5,16.5,16.0,17.0,7.5
12,13.0,10.0,6.0,11.0,12.0,13.0,15.0,13.5,7.5
