MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,50.0,18.0,7.0,35.0,0.01,16.0,150.0,39.0,4.0,59.0,22.0
2,8.0,1.0,40.0,20.0,5.0,12.0,5.0,16.0,8.5,4.0,14.0
3,59.0,21.0,20.0,6.0,35.0,0.0,2.0,16.0,30.0,3.0,8.0
4,30.0,23.0,14.0,10.0,11.0,10.0,12.0,2.0,25.0,2.0,16.0
5,13.0,10.0,34.0,8.0,14.0,22.0,45.0,23.0,21.0,7.0,48.0
6,26.0,82.0,40.0,36.0,100.0,238.0,80.0,92.0,48.0,236.0,108.0
7,63.0,35.0,77.0,36.0,35.0,26.0,55.0,31.333333333333332,52.0,57.0,21.6
8,42.0,217.0,22.0,40.0,60.0,46.0,120.0,31.333333333333332,58.0,52.0,5.0
9,60.0,60.0,70.0,50.0,61.0,90.0,100.0,31.333333333333332,20.0,46.0,30.325
10,4.0,20.0,100.0,50.0,40.0,21.0,46.0,31.333333333333332,80.0,155.0,30.325
11,355.0,22.0,2.0,31.0,20.0,18.0,17.0,31.333333333333332,40.0,10.0,30.325
12,35.5,67.0,426.0,20.0,10.0,16.0,8.0,31.333333333333332,20.0,18.0,30.325
