MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,0.0,0.0,0.0,-7.0,-4.0,-3.0,-3.0,-2.0,-5.0,-4.0,-3.0
2,0.0,0.0,1.0,-4.0,-4.0,-3.0,-2.0,-3.0,-6.0,-4.0,-2.0
3,0.0,0.0,1.0,1.0,1.0,-2.0,-1.0,-2.0,-2.0,2.0,2.0
4,0.0,2.0,1.0,1.0,1.0,1.0,-2.0,2.0,-1.0,2.0,-2.0
5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,2.0,1.0
6,1.0,1.0,2.0,2.0,1.0,1.0,-2.0,-2.0,1.0,-1.0,-0.8
7,2.0,1.0,2.0,1.0,1.0,1.0,-2.0,-1.3333333333333333,-1.0,-1.0,5.0
8,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.3333333333333333,-1.0,-1.0,0.0285714285714286
9,2.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.3333333333333333,1.0,1.0,0.0285714285714286
10,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.3333333333333333,-2.0,-3.0,0.0285714285714286
11,1.0,1.0,1.0,-4.0,-2.0,-4.0,-3.0,-1.3333333333333333,-2.0,-2.0,0.0285714285714286
12,10.0,0.0,1.1,-7.0,-3.0,-4.0,-3.0,-1.3333333333333333,-5.0,-4.0,0.0285714285714286
