MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,17.5,16.9,18.4,16.8,17.9,18.8,18.7,18.0,18.5,19.3,18.9
2,16.8,16.9,19.0,19.5,19.4,19.5,17.9,16.9,18.1,17.2,19.8
3,19.3,20.2,19.3,21.3,19.8,20.1,19.9,18.3,20.9,21.2,20.5
4,22.9,23.2,22.1,21.5,19.9,23.2,21.6,21.3,22.7,22.5,21.2
5,23.1,23.4,23.4,22.6,24.5,23.4,22.9,22.5,23.1,27.0,25.8
6,23.2,23.2,23.8,23.8,23.8,23.8,23.4,23.0,24.3,25.4,21.240000000000002
7,23.2,23.4,23.3,23.0,23.1,23.7,23.5,23.0,23.7,24.4,21.240000000000002
8,23.4,23.5,23.4,22.9,23.4,23.8,23.5,23.0,24.1,24.5,21.240000000000002
9,23.5,22.8,23.2,22.9,23.0,22.7,23.4,23.0,23.0,25.1,21.240000000000002
10,22.5,22.2,22.5,22.7,23.1,22.6,23.0,21.7,22.8,22.3,21.240000000000002
11,22.1,20.5,19.7,20.5,20.1,20.8,19.6,20.7,20.7,21.0,21.240000000000002
12,20.3,20.4,18.2,18.9,18.0,16.9,19.4,18.8,19.2,19.0,21.240000000000002
