MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,31.5,31.0,35.5,32.5,30.0,34.0,38.0,34.0,35.0,33.0,35.0
2,33.0,36.5,37.0,33.5,35.5,35.0,36.0,37.5,38.0,37.0,37.0
3,38.0,39.5,37.5,37.5,36.5,40.0,40.0,40.0,41.5,40.0,39.0
4,41.0,42.0,39.5,38.0,40.0,42.0,42.0,41.5,41.0,40.0,40.0
5,36.0,40.0,39.5,37.5,42.0,40.0,43.0,44.0,41.5,43.0,42.5
6,35.0,38.0,37.0,38.0,39.0,36.5,41.0,39.0,43.0,41.5,38.7
7,35.0,35.0,34.0,37.0,36.0,37.0,39.0,39.0,42.0,37.0,38.7
8,37.5,35.0,37.0,34.0,37.0,37.5,38.0,39.0,40.0,35.0,38.7
9,37.5,35.0,34.5,36.0,35.5,36.0,37.5,37.0,38.0,37.0,38.7
10,34.0,33.5,35.0,35.0,34.0,38.5,38.0,36.0,38.0,34.0,38.7
11,32.0,34.0,31.0,33.5,32.0,31.0,32.0,34.0,33.0,36.0,38.7
12,34.0,34.0,29.0,34.0,34.5,31.5,35.0,33.0,32.0,35.0,38.7
