MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,16.3,16.4,17.9,16.1,17.5,20.2,18.0,17.3,18.5,18.5,16.7
2,16.3,16.7,18.4,18.8,19.1,18.4,17.4,17.0,18.1,17.8,17.9
3,18.7,20.2,20.2,20.4,19.7,20.2,19.3,18.2,20.6,21.3,19.3
4,22.8,21.8,21.2,20.9,20.4,22.6,21.3,21.0,22.1,22.6,20.0
5,23.4,23.5,23.0,22.9,24.1,23.0,23.3,23.1,22.6,24.7,22.8
6,23.5,23.1,23.6,23.5,23.6,23.1,22.7,22.2,24.0,24.8,22.9
7,23.2,22.8,22.4,22.6,22.7,23.5,22.5,22.5,23.4,23.2,19.933333333333334
8,22.8,22.8,22.9,21.6,22.6,22.6,22.4,22.2,23.3,23.1,19.933333333333334
9,22.8,22.7,22.5,22.1,22.6,22.5,22.3,22.0,23.4,23.9,19.933333333333334
10,21.7,21.7,21.2,21.4,22.2,21.2,21.8,21.1,23.0,21.8,19.933333333333334
11,20.9,20.3,20.3,19.2,19.9,20.0,20.0,20.0,19.7,20.4,19.933333333333334
12,19.9,19.6,17.7,17.7,18.8,16.8,19.6,18.2,18.5,18.5,19.933333333333334
