MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,24.8,25.6,28.6,25.2,26.9,28.3,24.9,26.3,25.5,25.9,24.5
2,27.0,26.3,31.2,29.3,30.4,27.6,25.6,24.6,27.8,26.9,27.8
3,28.7,31.7,31.8,31.0,30.3,31.8,29.0,27.3,30.3,30.2,28.5
4,34.4,33.5,33.4,32.6,32.0,31.8,28.3,32.0,32.1,33.0,29.9
5,34.8,35.9,35.0,34.1,34.9,33.8,32.5,34.5,32.5,34.4,32.5
6,33.6,34.6,33.7,33.5,33.8,32.0,31.6,31.4,34.0,34.0,29.9
7,34.0,33.1,30.9,31.7,33.7,34.0,30.5,30.5,31.1,30.4,28.849999999999998
8,34.5,32.3,33.2,31.8,32.9,31.0,32.0,30.0,30.8,31.3,28.849999999999998
9,32.9,32.9,31.3,31.4,31.5,30.2,30.6,29.1,32.9,31.0,28.849999999999998
10,31.0,30.9,29.9,29.8,29.9,30.3,30.2,28.2,30.3,28.8,28.849999999999998
11,29.1,29.5,29.3,28.8,28.0,27.9,27.8,27.8,26.6,29.8,28.849999999999998
12,28.7,28.8,27.2,26.9,28.0,26.0,27.9,24.7,25.0,26.5,28.849999999999998
