MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,67.93,4.34,0.0,79.54,36.94,51.75,52.64,46.12,17.0,107.51,81.25
2,0.02,21.32,37.22,79.52,0.04,55.23,21.73,11.71,15.33,0.01,47.02
3,63.74,46.64,10.93,30.0,0.04,6.81,28.81,0.0,18.1,16.42,0.0
4,33.5,0.01,42.73,52.3,0.0,9.32,0.03,23.3,109.42,23.2,0.0
5,18.74,4.22,106.22,52.52,14.82,108.92,179.83,60.22,0.02,0.0,49.82
6,297.53,207.52,111.92,173.97,153.04,284.54,375.41,329.92,117.11,173.52,482.24
7,133.72,191.45,504.63,341.74,275.33,53.23,139.58,236.33,267.94,393.92,110.055
8,272.03,320.4,382.93,341.15,187.61,219.73,343.44,156.55,355.84,115.15,110.055
9,255.23,395.82,970.42,274.48,264.25,363.23,337.21,457.88,76.03,166.26,110.055
10,242.15,311.74,481.44,765.02,295.25,104.43,332.24,288.7,221.93,422.82,110.055
11,121.6,84.53,38.41,20.22,111.12,148.41,92.12,100.44,80.55,11.5,110.055
12,65.82,164.42,48.23,166.04,37.1,4.21,4.5,66.5,133.12,33.75,110.055
