MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,35.0,4.3,0.0,29.5,15.7,20.5,27.5,29.3,6.5,55.3,59.3
2,0.01,9.5,32.0,37.2,0.01,20.3,16.5,7.5,15.3,0.01,14.5
3,39.5,40.3,5.2,17.5,0.01,6.8,18.5,0.0,5.2,10.2,0.0
4,14.5,0.01,37.5,20.3,0.0,9.3,0.01,10.3,100.8,23.2,0.0
5,8.2,4.2,61.0,22.5,9.3,57.2,114.5,38.2,0.01,0.0,27.5
6,118.5,57.3,41.5,60.5,51.2,146.2,80.3,60.5,43.2,47.5,89.2
7,35.2,48.5,80.2,205.5,98.3,25.5,47.3,52.3,55.5,105.5,31.75
8,77.3,100.2,91.3,77.5,42.2,46.5,75.5,35.2,129.2,28.3,31.75
9,60.2,87.5,356.2,95.5,63.3,117.5,126.5,99.3,32.5,58.3,31.75
10,56.2,60.3,89.5,162.3,93.5,39.2,110.3,149.5,56.4,89.5,31.75
11,52.5,35.5,23.2,9.5,62.5,55.2,45.3,68.3,23.8,6.3,31.75
12,30.3,69.5,17.5,134.5,19.3,4.2,4.5,25.3,38.2,18.4,31.75
