MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,6.3,6.7,3.2,2.2,12.0,13.6,38.2,64.1,2.8,75.3,8.2
2,1.2,1.6,2.8,12.4,5.2,1.2,26.7,8.1,1.2,16.1,16.8
3,22.1,7.5,6.6,31.0,9.6,1.2,0.6,1.7,42.4,3.7,0.0
4,12.4,3.5,30.5,15.5,4.5,52.5,8.2,1.8,6.1,0.01,12.4
5,10.1,0.0,112.5,3.4,4.2,25.2,31.2,100.5,32.4,3.8,15.2
6,85.2,123.2,47.3,44.5,23.6,88.4,132.5,124.2,42.6,197.5,10.52
7,28.2,46.0,102.5,29.5,63.5,29.4,98.4,34.2,75.0,93.7,10.52
8,39.2,48.1,90.5,22.2,8.6,67.2,64.5,14.3,74.1,38.2,10.52
9,20.2,15.2,25.8,52.4,42.8,27.5,33.1,62.2,14.2,28.4,10.52
10,12.2,24.7,84.0,29.5,28.5,19.3,18.1,32.2,26.1,185.1,10.52
11,22.5,35.5,20.0,13.6,8.4,21.8,16.7,18.3,16.4,15.2,10.52
12,0.01,14.5,3.5,7.2,0.0,1.8,1.8,5.2,10.7,124.8,10.52
