MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,23.4,24.8,28.2,25.8,27.2,27.8,27.4,27.3,29.3,27.3,27.8
2,25.8,25.2,30.2,29.5,31.4,29.1,29.7,27.9,29.5,29.3,30.4
3,26.8,29.7,29.4,30.4,30.5,32.9,32.0,30.1,32.1,31.7,33.6
4,32.0,31.6,31.0,30.4,33.5,35.1,33.8,33.0,32.5,33.5,33.8
5,32.2,33.1,31.9,31.6,35.5,34.4,34.9,34.6,33.7,38.1,37.0
6,31.1,32.8,31.0,31.7,34.5,34.0,32.2,32.0,34.9,34.4,32.52
7,31.6,32.3,30.6,33.4,33.6,33.8,32.4,32.5,33.4,31.1,32.52
8,31.8,31.3,31.8,31.0,35.2,32.6,32.1,32.9,33.0,32.0,32.52
9,30.7,31.4,30.2,31.4,33.9,32.3,32.7,31.0,33.9,33.3,32.52
10,30.4,30.9,29.8,29.8,31.5,32.4,32.0,30.5,31.6,31.8,32.52
11,29.2,29.2,30.2,27.8,28.8,30.2,28.9,29.4,28.6,31.8,32.52
12,28.3,27.6,28.1,27.7,28.7,27.8,30.3,27.9,27.5,29.9,32.52
