MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,13.5,15.0,15.1,14.0,19.4,19.4,19.0,18.3,17.7,16.3,16.6
2,12.9,14.2,16.2,16.5,20.1,20.9,18.0,15.9,17.8,18.4,18.2
3,15.5,17.5,17.5,19.4,20.6,22.5,21.0,17.6,20.9,21.8,20.0
4,19.0,19.1,18.4,18.6,20.7,23.5,22.7,20.0,22.2,22.6,21.4
5,19.6,21.5,21.4,20.7,23.2,23.5,23.4,22.0,23.1,24.5,22.9
6,19.7,20.8,21.8,21.8,23.1,23.3,23.0,21.9,23.4,23.7,19.82
7,19.7,20.2,20.7,22.8,22.6,23.5,22.8,22.4,23.5,22.5,19.82
8,19.6,20.2,20.8,21.9,23.0,23.0,22.5,22.6,23.0,22.7,19.82
9,19.6,20.2,21.1,22.2,22.7,23.0,22.7,21.4,23.7,22.9,19.82
10,19.0,19.0,19.8,22.3,22.5,23.0,22.7,21.3,23.1,21.9,19.82
11,18.6,17.9,17.4,20.5,21.6,22.1,20.3,21.0,21.2,21.3,19.82
12,17.4,16.5,15.8,19.1,20.5,19.5,20.2,19.7,18.7,18.5,19.82
