MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,28.0,31.0,33.0,30.5,30.5,32.0,33.5,33.0,32.5,32.5,34.0
2,31.0,33.5,33.0,32.5,39.0,33.5,35.5,33.5,34.0,34.0,37.5
3,33.5,36.0,34.5,35.0,35.5,38.5,37.0,36.0,37.5,40.0,39.0
4,38.5,37.5,35.5,34.5,39.0,40.5,39.0,36.5,37.0,40.5,39.5
5,38.0,38.5,36.5,35.0,39.5,38.5,40.0,38.0,37.5,42.0,41.5
6,34.5,37.5,36.0,35.0,39.0,38.5,36.0,35.0,39.0,41.5,38.3
7,33.5,34.5,34.0,35.5,36.5,37.5,35.0,35.5,36.5,34.5,38.3
8,34.0,35.5,34.5,33.5,38.0,36.5,36.5,35.0,35.5,35.0,38.3
9,33.5,34.5,33.5,33.5,36.5,37.5,35.0,33.5,35.5,36.0,38.3
10,33.5,34.0,34.5,33.5,36.0,35.5,35.5,34.0,36.5,34.5,38.3
11,31.5,33.0,32.5,32.5,33.5,33.0,31.0,32.5,32.5,34.5,38.3
12,31.5,31.5,30.5,33.5,34.0,32.0,34.5,32.5,32.5,33.0,38.3
