MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,89.7,26.0,32.2,181.5,20.0,78.5,45.5,263.8,21.2,44.7,30.0
2,21.5,14.5,65.0,50.5,27.0,58.5,21.2,64.2,35.6,12.6,23.8
3,120.3,67.5,43.0,105.0,52.6,8.6,84.7,28.4,51.6,62.0,22.4
4,55.0,18.4,39.0,56.5,0.01,102.0,34.6,0.0,123.0,40.6,52.7
5,12.8,28.0,82.5,7.5,58.2,84.5,117.2,11.7,10.1,0.0,48.3
6,75.4,75.6,26.6,41.0,71.9,81.2,162.3,54.6,29.2,198.1,79.3
7,33.2,97.2,41.5,56.5,57.0,44.5,34.8,104.1,80.5,60.0,42.75
8,28.5,168.0,112.5,136.6,48.5,58.0,139.8,45.1,56.2,97.3,42.75
9,61.5,77.2,70.8,42.0,41.5,215.2,35.1,46.2,63.2,49.3,42.75
10,210.0,124.6,106.2,61.2,112.3,42.1,145.6,42.3,80.0,186.3,42.75
11,122.0,101.8,34.0,148.8,57.2,121.0,206.2,53.1,76.3,202.0,42.75
12,44.5,76.2,110.4,27.8,33.1,26.2,140.0,31.2,36.3,74.3,42.75
