MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,248.62,66.08,63.22,416.83,79.03,204.51,267.63,377.13,37.13,153.86,130.0
2,84.64,14.56,195.81,89.85,58.95,131.64,98.34,122.82,68.93,30.73,80.7
3,334.92,130.02,161.5,293.42,138.04,10.81,136.3,56.95,113.82,123.23,23.6
4,144.53,50.03,96.11,140.73,0.01,165.81,71.31,0.0,340.46,45.33,52.7
5,12.83,84.33,168.04,13.1,58.21,334.7,243.5,11.7,10.11,0.0,153.1
6,221.53,272.74,107.23,154.32,159.9,407.51,541.92,246.13,62.82,516.43,352.0
7,126.13,301.94,171.91,82.7,154.91,74.21,132.51,216.91,289.92,163.3,132.01666666666668
8,136.63,241.64,329.84,390.51,63.43,284.61,224.35,175.31,133.82,357.9,132.01666666666668
9,190.43,287.93,396.71,170.43,108.14,436.41,138.31,316.81,133.7,413.9,132.01666666666668
10,627.73,257.39,409.31,285.01,348.7,114.51,373.61,194.62,415.7,426.4,132.01666666666668
11,393.33,348.22,68.41,506.04,255.55,213.51,346.22,143.22,146.06,241.2,132.01666666666668
12,128.52,293.41,160.74,89.44,95.13,83.95,202.12,108.73,246.06,137.4,132.01666666666668
