MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,6.7,21.5,0.01,12.2,9.5,39.5,25.3,23.8,2.8,42.0,35.5
2,0.2,6.0,9.0,24.5,0.7,23.0,16.8,0.01,5.7,3.3,13.0
3,22.9,1.5,38.0,1.5,0.0,9.6,21.6,0.6,0.01,2.7,8.6
4,19.5,0.6,11.2,54.9,2.0,6.8,0.01,11.2,7.5,8.7,0.0
5,12.0,11.5,40.0,26.5,31.0,14.0,49.4,46.3,0.01,0.01,0.8
6,62.0,52.2,63.5,85.0,58.0,144.0,56.4,63.9,102.3,55.5,11.58
7,47.5,71.5,61.7,60.5,66.4,32.8,138.0,59.5,81.9,208.0,11.58
8,70.0,86.6,31.1,69.5,29.6,74.8,48.7,52.3,110.4,71.5,11.58
9,34.0,60.0,45.5,31.0,37.0,57.6,76.8,72.6,85.5,50.4,11.58
10,90.2,44.2,86.0,34.0,16.0,55.5,64.5,45.8,61.0,205.9,11.58
11,22.5,85.8,51.5,2.5,49.9,25.8,62.7,14.0,1.9,36.8,11.58
12,0.01,16.5,20.0,9.3,20.2,0.01,0.0,9.3,25.5,5.6,11.58
