Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,0.3,32.4,0.0,1.6,1.5,4.0,13.4,12.9,0.1,3.0,46.1
2,3.0,1.1,0.1,2.6,1.2,7.7,0.1,1.1,0.0,18.7,11.5
3,63.1,54.5,14.7,4.0,2.3,14.6,13.8,5.2,4.4,0.0,0.4
4,10.1,47.4,13.5,58.3,0.5,8.7,3.3,33.5,16.4,0.9,5.6
5,155.6,95.2,174.9,166.6,115.2,32.3,148.4,36.7,92.1,41.8,260.7
6,262.1,400.6,386.0,565.0,366.8,248.6,413.1,225.6,43.3,321.3,466.0
7,163.1,330.5,320.4,104.9,270.0,348.0,228.7,240.3,306.9,449.0,131.72
8,257.9,386.2,517.2,459.3,265.5,337.7,404.9,335.8,257.7,415.4,131.72
9,295.5,322.8,441.1,312.8,342.6,452.7,467.6,331.2,154.8,497.2,131.72
10,87.2,49.5,81.7,213.6,298.7,46.9,95.4,101.4,166.4,119.1,131.72
11,28.3,59.3,0.0,74.4,27.2,6.5,6.3,7.7,97.0,10.1,131.72
12,1.0,2.2,0.0,0.6,0.0,0.0,0.1,2.4,3.5,0.2,131.72
