MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,27.3,17.0,3.8,12.4,9.2,15.4,12.1,15.4,6.1,75.5,19.2
2,14.2,10.0,11.7,7.0,11.0,22.0,20.0,14.5,19.7,15.0,21.0
3,83.0,31.3,17.2,37.2,15.1,3.7,7.0,10.8,65.2,11.0,4.0
4,59.4,32.8,43.0,49.6,22.8,76.0,31.2,10.3,82.5,23.2,11.1
5,28.0,42.5,53.7,26.7,78.2,55.4,54.5,11.6,48.5,0.0,61.5
6,27.8,63.0,60.0,46.2,104.0,129.7,89.6,72.0,25.6,91.5,23.360000000000003
7,33.8,39.2,18.7,14.4,38.3,70.5,32.5,35.4,30.5,76.5,23.360000000000003
8,36.6,78.1,61.2,91.2,52.6,41.0,72.5,48.5,66.5,23.5,23.360000000000003
9,126.2,153.0,107.0,67.6,57.0,104.0,85.0,56.4,55.0,117.2,23.360000000000003
10,44.4,22.1,40.5,56.3,73.0,22.8,29.5,46.5,50.5,64.8,23.360000000000003
11,49.8,18.4,6.8,270.5,5.8,17.5,32.1,24.0,15.0,13.7,23.360000000000003
12,5.6,17.2,37.5,16.3,14.3,5.7,11.5,11.0,17.1,25.1,23.360000000000003
